2.000000000000000000e+00,2.000000000000000000e+00
2.078503934364415606e+00,2.078503934364415606e+00
2.156792694901480179e+00,2.156792694901480179e+00
2.234651697560346317e+00,2.234651697560346317e+00
2.311867536226638986e+00,2.311867536226638986e+00
2.388228567653781109e+00,2.388228567653781109e+00
2.463525491562421177e+00,2.463525491562421177e+00
2.537551924317950292e+00,2.537551924317950292e+00
2.610104964613700229e+00,2.610104964613700229e+00
2.680985749609320123e+00,2.680985749609320123e+00
2.750000000000000000e+00,2.750000000000000000e+00
2.816958552522540682e+00,2.816958552522540682e+00
2.881677878438709595e+00,2.881677878438709595e+00
2.943980586574756142e+00,2.943980586574756142e+00
3.003695909538287356e+00,3.003695909538287356e+00
3.060660171779820971e+00,3.060660171779820971e+00
3.114717238216091477e+00,3.114717238216091477e+00
3.165718942185456353e+00,3.165718942185456353e+00
3.213525491562421177e+00,3.213525491562421177e+00
3.258005851918135853e+00,3.258005851918135853e+00
3.299038105676658006e+00,3.299038105676658006e+00
3.336509786282551460e+00,3.336509786282551460e+00
3.370318186463901355e+00,3.370318186463901355e+00
3.400370639745802670e+00,3.400370639745802670e+00
3.426584774442730463e+00,3.426584774442730463e+00
3.448888739433602524e+00,3.448888739433602524e+00
3.467221401100708533e+00,3.467221401100708533e+00
3.481532510892706433e+00,3.481532510892706433e+00
3.491782843052409824e+00,3.491782843052409824e+00
3.497944302131860805e+00,3.497944302131860805e+00
3.500000000000000000e+00,3.500000000000000000e+00
3.497944302131860805e+00,3.497944302131860805e+00
3.491782843052409824e+00,3.491782843052409824e+00
3.481532510892706433e+00,3.481532510892706433e+00
3.467221401100708533e+00,3.467221401100708533e+00
3.448888739433602524e+00,3.448888739433602524e+00
3.426584774442730463e+00,3.426584774442730463e+00
3.400370639745802670e+00,3.400370639745802670e+00
3.370318186463901355e+00,3.370318186463901355e+00
3.336509786282551904e+00,3.336509786282551904e+00
3.299038105676658006e+00,3.299038105676658006e+00
3.258005851918135853e+00,3.258005851918135853e+00
3.213525491562421177e+00,3.213525491562421177e+00
3.165718942185456797e+00,3.165718942185456797e+00
3.114717238216091477e+00,3.114717238216091477e+00
3.060660171779821415e+00,3.060660171779821415e+00
3.003695909538287800e+00,3.003695909538287800e+00
2.943980586574756142e+00,2.943980586574756142e+00
2.881677878438710039e+00,2.881677878438710039e+00
2.816958552522541126e+00,2.816958552522541126e+00
2.750000000000000000e+00,2.750000000000000000e+00
2.680985749609320123e+00,2.680985749609320123e+00
2.610104964613700673e+00,2.610104964613700673e+00
2.537551924317950292e+00,2.537551924317950292e+00
2.463525491562421177e+00,2.463525491562421177e+00
2.388228567653781553e+00,2.388228567653781553e+00
2.311867536226638986e+00,2.311867536226638986e+00
2.234651697560346317e+00,2.234651697560346317e+00
2.156792694901480623e+00,2.156792694901480623e+00
2.078503934364415606e+00,2.078503934364415606e+00
2.000000000000000000e+00,2.000000000000000000e+00
1.921496065635584616e+00,1.921496065635584616e+00
1.843207305098519821e+00,1.843207305098519821e+00
1.765348302439653905e+00,1.765348302439653905e+00
1.688132463773360792e+00,1.688132463773360792e+00
1.611771432346218891e+00,1.611771432346218891e+00
