2.000000000000000000e+00,2.000000000000000000e+00
2.043619387365335882e+00,2.043619387365335882e+00
2.087155742747658138e+00,2.087155742747658138e+00
2.130526192220051573e+00,2.130526192220051573e+00
2.173648177666930525e+00,2.173648177666930525e+00
2.216439613938102848e+00,2.216439613938102848e+00
2.258819045102520739e+00,2.258819045102520739e+00
2.300705799504273230e+00,2.300705799504273230e+00
2.342020143325668879e+00,2.342020143325668879e+00
2.382683432365089615e+00,2.382683432365089615e+00
2.422618261740699275e+00,2.422618261740699275e+00
2.461748613235033911e+00,2.461748613235033911e+00
2.500000000000000000e+00,2.500000000000000000e+00
2.537299608346823554e+00,2.537299608346823554e+00
2.573576436351046048e+00,2.573576436351046048e+00
2.608761429008720434e+00,2.608761429008720434e+00
2.642787609686539252e+00,2.642787609686539252e+00
2.675590207615660354e+00,2.675590207615660354e+00
2.707106781186547462e+00,2.707106781186547462e+00
2.737277336810123973e+00,2.737277336810123973e+00
2.766044443118977902e+00,2.766044443118977902e+00
2.793353340291234943e+00,2.793353340291234943e+00
2.819152044288991910e+00,2.819152044288991910e+00
2.843391445812885721e+00,2.843391445812885721e+00
2.866025403784438375e+00,2.866025403784438375e+00
2.887010833178221603e+00,2.887010833178221603e+00
2.906307787036650048e+00,2.906307787036650048e+00
2.923879532511286961e+00,2.923879532511286961e+00
2.939692620785908428e+00,2.939692620785908428e+00
2.953716950748226822e+00,2.953716950748226822e+00
2.965925826289068201e+00,2.965925826289068201e+00
2.976296007119933584e+00,2.976296007119933584e+00
2.984807753012208131e+00,2.984807753012208131e+00
2.991444861373810493e+00,2.991444861373810493e+00
2.996194698091745323e+00,2.996194698091745323e+00
2.999048221581857909e+00,2.999048221581857909e+00
3.000000000000000000e+00,3.000000000000000000e+00
2.999048221581857909e+00,2.999048221581857909e+00
2.996194698091745323e+00,2.996194698091745323e+00
2.991444861373810493e+00,2.991444861373810493e+00
2.984807753012208131e+00,2.984807753012208131e+00
2.976296007119933584e+00,2.976296007119933584e+00
2.965925826289068201e+00,2.965925826289068201e+00
2.953716950748226822e+00,2.953716950748226822e+00
2.939692620785908428e+00,2.939692620785908428e+00
2.923879532511286961e+00,2.923879532511286961e+00
2.906307787036650048e+00,2.906307787036650048e+00
2.887010833178221603e+00,2.887010833178221603e+00
2.866025403784438819e+00,2.866025403784438819e+00
2.843391445812885721e+00,2.843391445812885721e+00
2.819152044288991910e+00,2.819152044288991910e+00
2.793353340291234943e+00,2.793353340291234943e+00
2.766044443118977902e+00,2.766044443118977902e+00
2.737277336810123973e+00,2.737277336810123973e+00
2.707106781186547462e+00,2.707106781186547462e+00
2.675590207615660354e+00,2.675590207615660354e+00
2.642787609686539696e+00,2.642787609686539696e+00
2.608761429008720878e+00,2.608761429008720878e+00
2.573576436351046048e+00,2.573576436351046048e+00
2.537299608346823554e+00,2.537299608346823554e+00
2.500000000000000000e+00,2.500000000000000000e+00
2.461748613235033911e+00,2.461748613235033911e+00
2.422618261740699275e+00,2.422618261740699275e+00
2.382683432365090059e+00,2.382683432365090059e+00
2.342020143325668879e+00,2.342020143325668879e+00
2.300705799504273230e+00,2.300705799504273230e+00
2.258819045102521184e+00,2.258819045102521184e+00
2.216439613938102848e+00,2.216439613938102848e+00
2.173648177666930081e+00,2.173648177666930081e+00
2.130526192220051573e+00,2.130526192220051573e+00
2.087155742747658138e+00,2.087155742747658138e+00
2.043619387365335882e+00,2.043619387365335882e+00
2.000000000000000000e+00,2.000000000000000000e+00
1.956380612634664118e+00,1.956380612634664118e+00
1.912844257252342084e+00,1.912844257252342084e+00
1.869473807779948649e+00,1.869473807779948649e+00
1.826351822333069475e+00,1.826351822333069475e+00
1.783560386061897152e+00,1.783560386061897152e+00
1.741180954897479261e+00,1.741180954897479261e+00
1.699294200495726992e+00,1.699294200495726992e+00
1.657979856674331343e+00,1.657979856674331343e+00
1.617316567634910385e+00,1.617316567634910385e+00
1.577381738259300725e+00,1.577381738259300725e+00
1.538251386764966311e+00,1.538251386764966311e+00
1.500000000000000000e+00,1.500000000000000000e+00
1.462700391653176002e+00,1.462700391653176002e+00
1.426423563648953952e+00,1.426423563648953952e+00
1.391238570991279344e+00,1.391238570991279344e+00
1.357212390313460748e+00,1.357212390313460748e+00
1.324409792384339868e+00,1.324409792384339868e+00
1.292893218813452538e+00,1.292893218813452538e+00
1.262722663189876027e+00,1.262722663189876027e+00
1.233955556881022098e+00,1.233955556881022098e+00
1.206646659708765057e+00,1.206646659708765057e+00
1.180847955711008535e+00,1.180847955711008535e+00
1.156608554187114501e+00,1.156608554187114501e+00
1.133974596215561625e+00,1.133974596215561625e+00
1.112989166821778397e+00,1.112989166821778397e+00
1.093692212963349952e+00,1.093692212963349952e+00
1.076120467488713039e+00,1.076120467488713039e+00
